source_page,source_table,item name,count,amount,month
1,1,mai's bf chicken cutlet combo,266.0,"$4,080.53",october
1,1,pork ramen,227.0,"$3,194.81",october
1,1,chicken ramen,204.0,"$2,934.90",october
1,1,beef tossed rice noodle,155.0,"$2,522.59",october
1,1,beef tossed ramen,170.0,"$2,547.87",october
1,1,chicken fried rice,190.0,"$2,379.19",october
1,1,mai special fried chicken(8),200.0,"$2,002.64",october
1,1,chicken rice noodle soup,133.0,"$1,979.08",october
1,1,sichuan chili wontons,165.0,"$1,867.63",october
1,1,pork tossed ramen,144.0,"$1,917.99",october
1,1,beef rice noodle soup,118.0,"$1,837.62",october
1,1,steamed pork buns,349.0,"$1,735.84",october
1,1,house ramen,97.0,"$1,595.96",october
1,1,pork tossed rice noodle,105.0,"$1,423.40",october
2,1,"mai's wing wheel (mai og, onion, honey, coco, special)",106.0,"$1,436.39",october
2,1,chicken tossed ramen,93.0,"$1,317.34",october
2,1,mai's golden flake fried chicken(8),81.0,"$1,171.06",october
2,1,fried pork dumplings(10),136.0,"$1,239.72",october
2,1,beef fried rice,82.0,"$1,175.20",october
2,1,chicken tossed rice noodles,73.0,"$1,041.00",october
2,1,cream cheese rangoon(6),147.0,"$1,085.89",october
2,1,shrimp fried rice,78.0,"$1,056.36",october
2,1,steam pork dumplings(10),114.0,"$1,008.12",october
2,1,pork rice noodle soup,68.0,$933.28,october
2,1,house fried rice,63.0,$906.49,october
2,1,house rice noodle soup,59.0,$974.87,october
2,1,vegetable fried rice,39.0,$805.56,october
2,1,mai's bf chicken cutlet,109.0,$781.11,october
2,1,vegetable ramen,55.0,$771.57,october
2,1,thai milk tea w. boba,166.0,$738.59,october
2,1,brown sugar milk tea w. boba,169.0,$728.16,october
2,1,house tossed rice noodle,41.0,$682.06,october
2,1,pork fried rice,40.0,$588.41,october
2,1,wonton soup,48.0,$538.90,october
2,1,crispy spring roll(3),111.0,$514.27,october
2,1,chili pepper fried chicken（8）,50.0,$494.84,october
3,1,house tossed ramen,32.0,$516.72,october
3,1,tempura shrimp(3),88.0,$445.43,october
3,1,vegetable rice noodle soup,32.0,$442.28,october
3,1,golden coconut crunch chicken(8),42.0,$422.19,october
3,1,jumbo chicken tenders combo (3),39.0,$391.75,october
3,1,matcha milk tea w. boba,88.0,$445.74,october
3,1,crispy pork egg roll(3),91.0,$372.53,october
3,1,mango milk tea,82.0,$381.28,october
3,1,spicy cucumber salad,64.0,$356.75,october
3,1,sweet sesame ball (6) w. red bean,66.0,$326.11,october
3,1,steam pork bun （3）,39.0,$294.51,october
3,1,vegetable tossed rice noodle,17.0,$302.35,october
3,1,dr. pepper,98.0,$291.57,october
3,1,vegetable tossed ramen,21.0,$291.16,october
3,1,pepsi,90.0,$268.09,october
3,1,brown sugar rice cake (5),50.0,$268.38,october
3,1,citrus honey fried chicken  (8),29.0,$286.81,october
3,1,pepsi zero,94.0,$277.37,october
3,1,tangy honey mustard fried chicken (8),26.0,$257.33,october
3,1,onion glory fried chicken(8),22.0,$223.80,october
3,1,strawberry sunrise,59.0,$252.37,october
3,1,strawberry milk tea,50.0,$234.01,october
4,1,mai og fried chicken wings(4),42.0,$217.46,october
4,1,golden kiwi,46.0,$207.64,october
4,1,sweet ice tea,71.0,$209.81,october
4,1,plain fried rice,43.0,$182.43,october
4,1,crispy french fries(lg),47.0,$184.41,october
4,1,specialty drink,57.0,$169.58,october
4,1,mai bf chicken cutlet combo,10.0,$175.94,october
4,1,mai buffalo chicken wings(8),20.0,$193.97,october
4,1,mango jas-lemonade,38.0,$168.05,october
4,1,unsweet ice tea,53.0,$154.07,october
4,1,hot tea,39.0,$115.78,october
4,1,strawberry jas-lemonade,29.0,$130.03,october
4,1,lemonade,38.0,$108.96,october
4,1,starry - sprite,25.0,$73.66,october
4,1,jumbo chicken tenders(3),15.0,$97.02,october
4,1,original jas-lemonade,15.0,$63.99,october
4,1,ramen,26.0,$65.93,october
4,1,white rice - dine in,42.0,$60.26,october
4,1,white rice,19.0,$58.14,october
4,1,bottled soda,16.0,$48.26,october
4,1,peach jas-lemonade,8.0,$37.01,october
4,1,orange crush,13.0,$39.39,october
5,1,lychee jas-lemonade,7.0,$30.70,october
5,1,rice noodle,11.0,$27.70,october
5,1,mai‘s special sauce,21.0,$25.60,october
5,1,pepsi zero,6.0,$21.29,october
5,1,white rice-to go,10.0,$23.75,october
5,1,braised egg （2 half）,12.0,$21.00,october
5,1,tropical jas-lemonade,3.0,$15.00,october
5,1,mango bingsu,2.0,$14.29,october
5,1,brown sugar bingsu,4.0,$20.25,october
5,1,ramune - strawberry,4.0,$13.30,october
5,1,shrimp (8),4.0,$13.00,october
5,1,blueberry jas-lemonade,4.0,$16.55,october
5,1,thai bingsu,4.0,$19.23,october
5,1,chunked beef,3.0,$12.32,october
5,1,open food,2.0,$9.31,october
5,1,bottled water,5.0,$8.58,october
5,1,ramune - grape,2.0,$7.32,october
5,1,braised pork,2.0,$7.23,october
5,1,strawberry bingsu,2.0,$6.75,october
5,1,coconut milk,2.0,$6.65,october
5,1,braised egg,3.0,$6.42,october
5,1,北冰洋 orange soda,1.0,$3.66,october
6,1,ramune - melon,1.0,$3.66,october
6,1,braised chicken,1.0,$3.25,october
6,1,soup to go,1.0,$1.50,october
